add-yield-none,8,10000,160000,22024088,137,-864
add-yield-none,8,100000,1600000,273228517,170,-39915
add-yield-none,12,10,240,493899,2057,12
add-yield-none,12,20,480,416282,867,85
add-yield-none,12,40,960,469428,488,143
add-yield-none,12,80,1920,803885,418,99
add-yield-none,12,100,2400,1045742,435,39
add-yield-none,12,1000,24000,6249465,260,-1002
add-yield-none,12,10000,240000,45659808,190,-9571
add-yield-none,12,100000,2400000,315556277,131,-41154
add-m,1,100,200,149287,746,0
add-s,1,100,200,141493,707,0
add-c,1,100,200,146301,731,0
add-m,1,1000,2000,189589,94,0
add-s,1,1000,2000,172368,86,0
add-c,1,1000,2000,181625,90,0
add-m,1,10000,20000,774890,38,0
add-s,1,10000,20000,442459,22,0
add-c,1,10000,20000,557549,27,0
add-m,1,100000,200000,6698386,33,0
add-s,1,100000,200000,3289178,16,0
add-c,1,100000,200000,4184447,20,0
add-m,2,100,400,147751,369,0
add-s,2,100,400,145135,362,0
add-c,2,100,400,158599,396,0
add-m,2,1000,4000,473921,118,0
add-s,2,1000,4000,328088,82,0
add-c,2,1000,4000,355463,88,0
add-m,2,10000,40000,3841721,96,0
add-s,2,10000,40000,2993085,74,0
add-c,2,10000,40000,3671911,91,0
add-m,2,100000,400000,37834875,94,0
add-s,2,100000,400000,24655239,61,0
add-c,2,100000,400000,33871911,84,0
add-m,4,100,800,180245,225,0
add-s,4,100,800,201997,252,0
add-c,4,100,800,199601,249,0
add-m,4,1000,8000,1266515,158,0
add-s,4,1000,8000,1179875,147,0
add-c,4,1000,8000,997400,124,0
add-m,4,10000,80000,11694333,146,0
add-s,4,10000,80000,10400390,130,0
add-c,4,10000,80000,10499578,131,0
add-m,4,100000,800000,118239674,147,0
add-s,4,100000,800000,133694312,167,0
add-c,4,100000,800000,100221924,125,0
add-m,8,100,1600,325782,203,0
add-s,8,100,1600,302579,189,0
add-c,8,100,1600,301602,188,0
add-m,8,1000,16000,3498928,218,0
add-s,8,1000,16000,3416655,213,0
add-c,8,1000,16000,3040642,190,0
add-m,8,10000,160000,33627237,210,0
add-s,8,10000,160000,36116604,225,0
add-c,8,10000,160000,30067721,187,0
add-m,8,100000,1600000,345331440,215,0
add-s,8,100000,1600000,310284630,193,0
add-c,8,100000,1600000,348496228,217,0
add-m,12,100,2400,412188,171,0
add-s,12,100,2400,385918,160,0
add-c,12,100,2400,366044,152,0
add-m,12,1000,24000,7401319,308,0
add-s,12,1000,24000,9225383,384,0
add-c,12,1000,24000,7957576,331,0
add-m,12,10000,240000,67128425,279,0
add-s,12,10000,240000,57278118,238,0
add-c,12,10000,240000,66119893,275,0
add-m,12,100000,2400000,568639611,236,0
add-s,12,100000,2400000,852816186,355,0
add-c,12,100000,2400000,626289621,260,0
add-yield-m,1,100,200,316583,1582,0
add-yield-s,1,100,200,312262,1561,0
add-yield-c,1,100,200,314661,1573,0
add-yield-m,1,1000,2000,1857255,928,0
add-yield-s,1,1000,2000,1831340,915,0
add-yield-c,1,1000,2000,1822497,911,0
add-yield-m,1,10000,20000,17250632,862,0
add-yield-s,1,10000,20000,16842927,842,0
add-yield-c,1,10000,20000,16860648,843,0
add-yield-m,1,100000,200000,170888056,854,0
add-yield-s,1,100000,200000,167791704,838,0
add-yield-c,1,100000,200000,164514506,822,0
add-yield-m,2,100,400,851535,2128,0
add-yield-s,2,100,400,500323,1250,0
add-yield-c,2,100,400,516289,1290,0
add-yield-m,2,1000,4000,6869973,1717,0
add-yield-s,2,1000,4000,3680749,920,0
add-yield-c,2,1000,4000,3607234,901,0
add-yield-m,2,10000,40000,66300131,1657,0
add-yield-s,2,10000,40000,34730229,868,0
add-yield-c,2,10000,40000,34734550,868,0
add-yield-m,2,100000,400000,556072196,1390,0
add-yield-s,2,100000,400000,350621083,876,0
add-yield-c,2,100000,400000,375477946,938,0
add-yield-m,4,100,800,1577576,1971,0
add-yield-s,4,100,800,978485,1223,0
add-yield-c,4,100,800,921619,1152,0
add-yield-m,4,1000,8000,13065219,1633,0
add-yield-s,4,1000,8000,7903324,987,0
add-yield-c,4,1000,8000,7813020,976,0
add-yield-m,4,10000,80000,135564586,1694,0
add-yield-s,4,10000,80000,74742489,934,0
add-yield-c,4,10000,80000,76283526,953,0
add-yield-m,4,100000,800000,1178662730,1473,0
add-yield-s,4,100000,800000,718369774,897,0
add-yield-c,4,100000,800000,747863832,934,0
add-yield-m,8,100,1600,2968220,1855,0
add-yield-s,8,100,1600,1927658,1204,0
add-yield-c,8,100,1600,1882827,1176,0
add-yield-m,8,1000,16000,25714192,1607,0
add-yield-s,8,1000,16000,16620778,1038,0
add-yield-c,8,1000,16000,16435695,1027,0
add-yield-m,8,10000,160000,284710213,1779,0
add-yield-s,8,10000,160000,154003649,962,0
add-yield-c,8,10000,160000,168789529,1054,0
add-yield-m,8,100000,1600000,2952357462,1845,0
add-yield-s,8,100000,1600000,1886723270,1179,0
add-yield-c,8,100000,1600000,1658850248,1036,0
add-yield-m,12,100,2400,4519170,1882,0
add-yield-s,12,100,2400,2658131,1107,0
add-yield-c,12,100,2400,2846420,1186,0
add-yield-m,12,1000,24000,42780995,1782,0
add-yield-s,12,1000,24000,26769186,1115,0
add-yield-c,12,1000,24000,28085558,1170,0
add-yield-m,12,10000,240000,416733293,1736,0
add-yield-s,12,10000,240000,255978687,1066,0
add-yield-c,12,10000,240000,274287981,1142,0
add-yield-m,12,100000,2400000,3979281617,1658,0
add-yield-s,12,100000,2400000,2700499432,1125,0
add-yield-c,12,100000,2400000,2777813891,1157,0
